40,4,3,3,0,0,1,0,1,5,5,962,1,-1,0,1,1
33,6,2,2,0,352,1,0,1,5,5,225,2,-1,0,1,1
47,6,1,2,0,368,1,0,1,5,5,125,2,-1,0,1,1
50,2,2,3,0,339,1,0,1,5,5,2,3,-1,0,1,1
37,1,1,3,0,58,1,0,1,5,5,98,2,-1,0,1,1
34,2,1,2,0,19,1,0,1,5,5,362,4,-1,0,1,1
31,4,2,2,0,3,1,0,1,5,5,200,2,-1,0,1,1
57,2,1,2,0,792,1,0,1,5,5,65,2,-1,0,1,1
57,5,1,2,0,211,1,0,1,5,5,248,2,-1,0,1,1
53,7,1,1,0,257,1,0,1,5,5,209,2,-1,0,1,1
54,1,1,3,0,313,1,0,1,5,5,83,2,-1,0,1,1
37,7,3,2,0,398,1,1,1,5,5,214,2,-1,0,1,1
46,6,1,2,0,-358,1,0,1,5,5,358,2,-1,0,1,1
36,4,1,2,0,539,1,1,1,5,5,453,2,-1,0,1,1
51,4,1,2,0,0,1,0,1,5,5,173,2,-1,0,1,1
32,7,2,2,0,121,1,0,1,5,5,213,2,-1,0,1,1
44,7,1,3,0,510,1,0,1,5,5,421,4,-1,0,1,1
34,6,1,2,0,560,1,0,1,5,5,198,3,-1,0,1,1
59,3,3,3,0,27,0,0,1,5,5,347,3,-1,0,1,1
44,4,2,2,0,34,1,0,1,5,5,404,4,-1,0,1,1
27,7,1,2,0,8,1,0,1,6,5,88,3,-1,0,1,1
59,6,1,2,0,230,1,0,1,6,5,190,3,-1,0,1,1
38,6,3,3,0,86,1,0,1,6,5,218,1,-1,0,1,1
23,11,2,2,0,157,1,0,1,6,5,54,1,-1,0,1,1
38,4,1,2,0,757,1,0,1,6,5,133,1,-1,0,1,1
38,4,1,2,0,20,1,0,1,6,5,402,1,-1,0,1,1
32,9,1,2,0,10,1,0,1,6,5,501,4,-1,0,1,1
56,1,1,3,0,830,1,1,2,6,5,1201,1,-1,0,1,2
27,6,1,2,0,4,1,0,1,6,5,243,1,-1,0,1,1
38,6,1,2,0,1,0,0,1,6,5,76,1,-1,0,1,1
34,4,1,2,0,283,0,1,1,6,5,199,1,-1,0,1,1
50,7,1,2,0,206,1,0,1,6,5,154,1,-1,0,1,1
32,7,2,2,0,406,1,0,1,6,5,227,1,-1,0,1,1
51,4,1,1,0,230,1,0,1,6,5,673,1,-1,0,1,1
39,6,2,2,0,113,1,0,1,6,5,342,1,-1,0,1,1
42,1,1,3,0,1680,1,0,1,6,5,765,1,-1,0,1,1
39,4,1,2,0,0,1,0,1,6,5,262,1,-1,0,1,1
40,4,1,1,0,46,1,0,1,6,5,119,1,-1,0,1,1
50,8,1,1,0,-84,1,0,1,6,5,101,1,-1,0,1,1
32,7,2,2,0,310,1,0,1,6,5,144,1,-1,0,1,1
40,7,1,2,0,71,0,0,1,6,5,79,1,-1,0,1,1
35,4,1,2,0,89,1,0,1,6,5,145,2,-1,0,1,1
36,6,2,2,0,20,1,0,1,6,5,186,1,-1,0,1,1
50,4,1,1,0,71,1,0,1,6,5,678,1,-1,0,1,1
44,8,1,3,0,292,1,0,1,6,5,162,1,-1,0,1,1
46,4,1,1,0,1044,1,0,1,6,5,43,1,-1,0,1,1
34,6,1,2,0,869,0,0,2,6,5,1677,1,-1,0,1,2
50,1,1,3,0,964,1,0,1,6,5,323,1,-1,0,1,1
31,1,2,2,0,301,1,0,1,6,5,82,1,-1,0,1,1
41,2,1,2,0,767,1,1,1,6,5,204,1,-1,0,1,1
44,4,1,2,0,-99,1,0,1,6,5,111,2,-1,0,1,1
37,2,2,2,0,17,1,0,1,6,5,164,1,-1,0,1,1
50,1,3,2,0,1716,1,0,1,6,5,82,1,-1,0,1,1
31,2,1,2,0,17,1,1,1,6,5,120,1,-1,0,1,1
43,4,1,2,0,1335,1,0,1,6,5,371,2,-1,0,1,1
30,6,3,2,0,83,1,1,1,6,5,310,1,-1,0,1,1
48,4,1,2,0,157,1,0,1,6,5,73,1,-1,0,1,1
46,4,1,2,0,71,1,0,1,6,5,416,1,-1,0,1,1
59,4,3,3,0,124,1,0,1,6,5,26,1,-1,0,1,1
45,4,1,2,0,82,1,0,1,6,5,250,1,-1,0,1,1
42,7,3,2,0,372,1,1,1,6,5,121,2,-1,0,1,1
30,6,1,2,0,46,1,0,1,6,5,114,2,-1,0,1,1
35,3,1,2,1,204,1,0,1,6,5,424,2,-1,0,1,1
28,7,2,2,0,5090,1,0,2,6,5,1297,3,-1,0,1,2
61,5,1,2,0,195,1,1,1,6,5,179,1,-1,0,1,1
47,2,1,2,0,19,1,0,1,6,5,105,2,-1,0,1,1
55,4,1,2,0,840,1,0,1,6,5,310,2,-1,0,1,1
37,7,1,2,0,358,1,0,1,6,5,390,3,-1,0,1,1
38,2,1,2,0,581,1,0,1,6,5,79,1,-1,0,1,1
48,5,1,2,0,74,0,1,1,6,5,315,1,-1,0,1,1
31,8,1,2,0,0,1,0,1,6,5,36,5,-1,0,1,1
38,4,1,2,0,384,1,0,1,6,5,1906,3,-1,0,1,1
48,1,3,3,0,1328,1,0,1,6,5,339,1,-1,0,1,1
40,4,1,1,0,2880,1,0,1,6,5,145,2,-1,0,1,1
59,5,1,1,0,-119,1,0,1,6,5,289,1,-1,0,1,1
30,2,1,2,0,484,1,0,2,6,5,703,1,-1,0,1,2
54,2,3,2,0,21,1,0,1,6,5,381,2,-1,0,1,1
42,4,1,1,0,15,1,0,1,6,5,230,1,-1,0,1,1
44,7,3,2,0,1,1,0,1,6,5,235,4,-1,0,1,1
42,2,2,2,0,0,1,0,1,6,5,293,1,-1,0,1,1
43,9,1,2,0,0,1,0,1,6,5,37,2,-1,0,1,1
41,1,1,3,0,65,1,0,1,6,5,524,2,-1,0,1,1
40,4,1,1,0,-322,1,1,1,6,5,144,1,-1,0,1,1
38,1,1,1,0,1349,1,0,1,6,5,100,1,-1,0,1,1
40,2,2,2,0,200,1,0,1,6,5,322,2,-1,0,1,1
38,1,1,3,0,389,1,0,1,6,5,262,1,-1,0,1,1
35,2,1,2,0,-131,1,0,1,6,5,467,2,-1,0,1,1
29,6,1,2,0,182,1,1,1,6,5,477,1,-1,0,1,1
54,7,1,2,0,510,1,0,1,6,5,196,2,-1,0,1,1
36,2,1,2,0,368,1,1,2,6,5,1597,2,-1,0,1,2
44,3,1,3,0,1631,1,0,1,6,5,346,2,-1,0,1,1
35,2,2,3,0,226,1,1,1,6,5,283,3,-1,0,1,1
40,6,2,2,0,419,1,0,1,6,5,112,3,-1,0,1,1
36,4,1,2,0,688,1,0,1,6,5,174,2,-1,0,1,1
35,7,1,2,0,109,1,0,1,6,5,597,3,-1,0,1,1
35,4,2,2,0,376,1,1,1,6,5,207,3,-1,0,1,1
40,4,1,1,0,-7,1,0,1,6,5,410,2,-1,0,1,1
42,2,1,3,0,239,1,1,1,6,5,191,3,-1,0,1,1
39,4,1,1,0,245,1,0,1,7,5,148,3,-1,0,1,1
50,4,1,1,0,156,1,0,1,7,5,117,3,-1,0,1,1
30,6,1,2,0,4,0,0,1,7,5,172,8,-1,0,1,1
46,8,1,3,0,2303,1,0,1,7,5,241,1,-1,0,1,1
34,7,1,2,0,205,1,0,1,7,5,312,1,-1,0,1,1
40,4,3,2,0,139,1,0,1,7,5,91,1,-1,0,1,1
36,7,1,2,0,184,1,0,1,7,5,128,3,-1,0,1,1
36,4,1,2,0,-251,1,0,1,7,5,162,1,-1,0,1,1
45,8,3,2,0,-139,1,0,1,7,5,152,3,-1,0,1,1
33,4,2,2,0,95,1,0,1,7,5,102,1,-1,0,1,1
36,7,3,2,0,-290,1,1,1,7,5,128,1,-1,0,1,1
31,4,2,2,0,1415,1,0,1,7,5,485,1,-1,0,1,1
33,4,1,1,0,716,1,0,1,7,5,83,3,-1,0,1,1
42,7,1,2,0,-246,1,0,1,7,5,149,1,-1,0,1,1
29,2,2,3,0,3,1,0,1,7,5,359,1,-1,0,1,1
43,4,3,2,0,370,1,0,1,7,5,216,1,-1,0,1,1
33,7,3,2,0,392,1,1,1,7,5,254,1,-1,0,1,1
37,7,1,1,0,52,1,0,1,7,5,359,1,-1,0,1,1
52,8,1,2,0,273,0,0,1,7,5,227,1,-1,0,1,1
33,7,3,2,0,327,1,0,1,7,5,109,1,-1,0,1,1
31,6,2,2,0,299,1,0,1,7,5,492,2,-1,0,1,1
35,4,2,2,0,109,1,0,1,7,5,83,2,-1,0,1,1
37,7,1,2,0,78,1,0,1,7,5,295,2,-1,0,1,1
38,4,1,2,0,266,1,0,1,7,5,287,1,-1,0,1,1
40,4,1,2,0,306,1,0,1,7,5,184,2,-1,0,1,1
38,6,2,2,0,100,1,0,2,7,5,786,1,-1,0,1,2
40,6,1,2,0,2100,1,1,1,7,5,164,2,-1,0,1,1
40,7,2,3,0,8823,1,0,1,7,5,378,1,-1,0,1,1
28,4,2,2,0,97,1,0,1,7,5,67,1,-1,0,1,1
35,7,1,2,0,39,0,0,1,7,5,143,1,-1,0,1,1
55,5,1,1,0,-90,1,1,1,7,5,634,2,-1,0,1,1
39,4,1,1,0,20,1,0,1,7,5,109,1,-1,0,1,1
31,7,2,2,0,-45,0,0,1,7,5,246,2,-1,0,1,1
35,7,1,2,0,528,0,0,1,7,5,274,2,-1,0,1,1
46,3,1,1,0,1481,1,0,1,7,5,49,3,-1,0,1,1
29,1,1,2,0,147,1,1,1,7,5,376,2,-1,0,1,1
33,4,1,1,0,198,1,0,1,7,5,121,2,-1,0,1,1
38,7,1,2,0,-32,1,0,1,7,5,154,2,-1,0,1,1
36,2,1,3,0,301,1,0,1,7,5,1581,2,-1,0,1,1
49,7,1,2,0,1496,1,0,1,7,5,218,4,-1,0,1,1
41,1,3,2,0,276,1,0,1,7,5,60,1,-1,0,1,1
47,4,1,1,0,550,1,0,1,7,5,113,1,-1,0,1,1
58,5,1,2,0,268,1,0,1,7,5,516,1,-1,0,1,1
42,4,1,1,0,803,1,0,1,7,5,171,2,-1,0,1,1
52,4,1,3,0,297,1,0,1,7,5,55,1,-1,0,1,1
37,4,1,1,0,310,1,0,1,7,5,474,1,-1,0,1,1
33,2,2,2,0,56,0,0,1,7,5,236,2,-1,0,1,1
44,7,1,1,0,-79,1,0,1,7,5,179,2,-1,0,1,1
53,7,1,1,0,46,1,0,1,7,5,274,1,-1,0,1,1
52,3,3,3,0,278,1,0,1,7,5,688,2,-1,0,1,1
35,4,1,1,0,229,1,0,1,7,5,103,3,-1,0,1,1
31,6,3,2,0,308,1,0,1,7,5,194,1,-1,0,1,1
41,4,1,2,0,108,1,1,1,7,5,203,1,-1,0,1,1
40,4,1,2,0,4,1,1,1,7,5,263,1,-1,0,1,1
30,2,2,3,0,60,1,1,1,7,5,306,5,-1,0,1,1
27,11,2,2,0,671,1,0,1,7,5,332,2,-1,0,1,1
50,4,1,2,0,1557,1,0,1,7,5,263,6,-1,0,1,1
46,4,1,2,0,442,1,0,1,7,5,105,2,-1,0,1,1
58,2,1,2,0,786,1,0,1,7,5,165,3,-1,0,1,1
31,6,1,2,0,89,0,0,1,7,5,297,3,-1,0,1,1
29,2,2,2,0,50,1,0,1,7,5,50,2,-1,0,1,1
34,4,1,2,0,615,1,0,1,7,5,225,2,-1,0,1,1
35,6,1,1,0,136,1,0,1,7,5,283,1,-1,0,1,1
37,4,1,1,0,321,1,0,1,7,5,228,2,-1,0,1,1
47,4,1,1,0,117,1,0,1,7,5,113,2,-1,0,1,1
44,4,2,2,0,-212,1,1,1,7,5,103,4,-1,0,1,1
57,2,3,2,0,2710,1,1,1,7,5,333,1,-1,0,1,1
30,7,3,2,0,98,1,0,1,7,5,155,1,-1,0,1,1
39,2,2,2,0,0,1,0,1,7,5,130,1,-1,0,1,1
57,5,3,2,0,8266,1,0,1,7,5,71,1,-1,0,1,1
41,4,1,1,0,258,1,0,1,7,5,252,1,-1,0,1,1
42,4,1,1,0,223,1,0,1,7,5,41,3,-1,0,1,1
44,4,1,2,0,1,1,0,1,7,5,281,2,-1,0,1,1
34,7,3,2,0,78,1,0,1,7,5,35,3,-1,0,1,1
44,2,1,2,0,-97,1,0,1,7,5,408,3,-1,0,1,1
31,6,3,2,0,53,1,0,1,7,5,128,4,-1,0,1,1
39,4,1,1,0,70,0,0,2,8,5,813,1,-1,0,1,2
52,4,1,2,0,46,1,0,1,8,5,132,1,-1,0,1,1
25,1,2,3,0,1348,1,0,1,8,5,109,1,-1,0,1,1
27,7,3,2,0,96,1,0,1,8,5,31,1,-1,0,1,1
29,6,3,2,0,1320,1,1,1,8,5,489,1,-1,0,1,1
41,3,3,3,0,-413,1,0,1,8,5,170,2,-1,0,1,1
33,4,1,1,0,-81,1,0,1,8,5,267,1,-1,0,1,1
37,2,1,2,0,316,1,0,1,8,5,238,1,-1,0,1,1
39,6,1,2,0,419,1,1,1,8,5,35,1,-1,0,1,1
55,4,2,3,0,325,1,0,1,8,5,693,1,-1,0,1,1
36,7,2,3,0,72,1,0,1,8,5,80,1,-1,0,1,1
27,11,2,2,0,81,1,0,1,8,5,238,1,-1,0,1,1
31,8,1,3,0,322,1,0,1,8,5,159,1,-1,0,1,1
42,4,2,2,0,134,1,1,1,8,5,82,1,-1,0,1,1
49,1,1,2,0,104,1,0,1,8,5,285,1,-1,0,1,1
34,1,1,3,0,0,1,0,1,8,5,214,2,-1,0,1,1
43,7,3,2,0,130,1,0,1,8,5,193,1,-1,0,1,1
35,8,1,3,0,844,1,0,1,8,5,60,1,-1,0,1,1
40,4,2,2,0,1,1,0,1,8,5,190,1,-1,0,1,1
36,3,1,1,0,298,1,0,1,8,5,215,1,-1,0,1,1
46,4,2,2,0,152,1,0,1,8,5,33,4,-1,0,1,1
32,4,1,2,0,715,1,0,1,8,5,108,2,-1,0,1,1
55,9,2,3,0,1513,1,0,1,8,5,60,1,-1,0,1,1
40,2,1,2,0,697,1,0,1,8,5,111,1,-1,0,1,1
35,2,2,2,0,365,1,0,1,8,5,256,2,-1,0,1,1
31,1,2,3,0,1315,1,0,1,8,5,156,1,-1,0,1,1
36,1,1,3,0,1852,0,0,1,8,5,362,1,-1,0,1,1
51,4,1,1,0,125,1,0,1,8,5,102,2,-1,0,1,1
31,7,1,2,0,432,1,0,1,8,5,446,1,-1,0,1,1
44,4,1,2,1,-617,1,0,1,8,5,172,1,-1,0,1,1
30,2,1,2,0,-1,1,0,1,8,5,323,1,-1,0,1,1
46,2,1,3,0,675,1,0,1,8,5,50,1,-1,0,1,1
46,4,1,1,0,-768,1,0,1,8,5,194,3,-1,0,1,1
27,7,1,1,0,91,1,0,1,8,5,168,2,-1,0,1,1
28,4,1,1,0,486,1,0,1,8,5,180,1,-1,0,1,1
41,9,1,1,1,-581,1,0,1,8,5,218,2,-1,0,1,1
28,8,1,3,0,120,1,1,1,8,5,130,3,-1,0,1,1
34,2,2,3,0,301,1,0,1,8,5,205,1,-1,0,1,1
28,7,1,2,0,20,1,1,1,8,5,252,2,-1,0,1,1
43,4,3,2,0,338,1,0,1,8,5,116,1,-1,0,1,1
30,2,2,3,0,178,1,0,1,8,5,234,1,-1,0,1,1
38,4,1,2,0,-210,1,0,1,8,5,21,1,-1,0,1,1
33,1,1,2,1,879,1,0,1,8,5,245,1,-1,0,1,1
32,4,1,2,0,214,1,0,1,8,5,190,1,-1,0,1,1
30,4,1,2,0,717,1,0,1,8,5,42,1,-1,0,1,1
39,1,2,3,0,375,1,0,1,8,5,66,2,-1,0,1,1
46,4,1,1,0,587,1,0,1,8,5,173,2,-1,0,1,1
32,1,1,3,0,644,1,1,1,8,5,477,2,-1,0,1,1
25,3,1,3,0,37,1,1,1,8,5,453,2,-1,0,1,1
45,6,3,2,0,984,1,0,1,8,5,298,5,-1,0,1,1
48,6,3,2,0,267,0,0,1,8,5,266,1,-1,0,1,1
32,4,1,1,0,289,1,0,1,8,5,23,4,-1,0,1,1
53,1,1,3,0,1786,1,0,1,8,5,66,2,-1,0,1,1
34,7,1,2,0,586,1,1,1,8,5,224,2,-1,0,1,1
44,7,2,2,0,1378,1,0,1,8,5,257,2,-1,0,1,1
45,7,1,2,0,22,1,0,1,8,5,209,3,-1,0,1,1
35,4,2,2,0,398,1,0,1,8,5,34,1,-1,0,1,1
34,1,1,2,0,487,1,0,1,8,5,442,2,-1,0,1,1
42,5,1,1,0,0,1,0,1,8,5,186,2,-1,0,1,1
55,4,1,1,0,332,1,0,1,8,5,318,2,-1,0,1,1
37,4,1,2,0,121,1,0,1,8,5,617,2,-1,0,1,1
51,1,1,3,0,751,0,0,1,8,5,261,5,-1,0,1,1
38,4,2,2,0,495,1,0,1,8,5,297,1,-1,0,1,1
43,2,1,2,0,1824,1,0,1,8,5,296,1,-1,0,1,1
57,6,1,2,0,1216,1,0,1,8,5,255,6,-1,0,1,1
50,1,3,3,0,704,1,0,1,8,5,233,2,-1,0,1,1
34,7,1,2,0,-315,1,0,1,8,5,56,2,-1,0,1,1
55,1,1,3,0,1288,1,0,1,8,5,67,2,-1,0,1,1
40,4,2,2,0,879,1,1,1,8,5,248,3,-1,0,1,1
33,4,2,2,0,56,1,0,1,8,5,112,2,-1,0,1,1
41,4,1,2,0,213,1,0,1,8,5,10,2,-1,0,1,1
38,9,1,1,0,1147,1,1,1,8,5,249,5,-1,0,1,1
31,7,1,1,0,-732,1,0,1,8,5,6,2,-1,0,1,1
41,1,2,3,0,572,1,0,1,8,5,8,2,-1,0,1,1
35,4,1,1,0,105,1,0,1,8,5,369,2,-1,0,1,1
39,4,1,1,0,332,1,0,1,8,5,277,3,-1,0,1,1
37,6,1,2,0,14,1,0,1,8,5,176,2,-1,0,1,1
33,9,2,2,0,177,0,0,1,8,5,75,4,-1,0,1,1
53,4,1,2,0,175,1,0,1,8,5,49,4,-1,0,1,1
47,4,1,1,0,430,0,0,1,8,5,89,8,-1,0,1,1
53,1,1,3,0,2124,1,0,1,8,5,123,2,-1,0,1,1
51,4,1,1,0,202,1,0,1,8,5,200,2,-1,0,1,1
32,4,1,2,0,20,1,1,1,8,5,117,3,-1,0,1,1
31,4,1,1,0,856,1,0,1,8,5,303,3,-1,0,1,1
52,1,3,2,0,123,0,0,1,8,5,306,2,-1,0,1,1
54,9,1,2,0,23,1,0,1,8,5,27,3,-1,0,1,1
35,1,1,3,0,820,1,0,1,8,5,287,4,-1,0,1,1
60,4,1,1,0,136,1,0,1,8,5,43,2,-1,0,1,1
39,4,1,1,0,813,1,0,1,8,5,117,2,-1,0,1,1
32,6,3,2,0,281,1,0,1,8,5,231,4,-1,0,1,1
49,4,1,1,0,216,1,0,1,9,5,144,2,-1,0,1,1
31,4,1,2,0,-13,1,0,1,9,5,260,3,-1,0,1,1
34,4,1,1,0,365,1,0,1,9,5,85,2,-1,0,1,1
28,2,2,2,0,-9,1,1,1,9,5,175,5,-1,0,1,1
47,4,1,2,0,-98,1,0,1,9,5,112,1,-1,0,1,1
44,2,2,2,0,1059,1,0,1,9,5,286,1,-1,0,1,1
35,1,1,3,0,4286,1,0,1,9,5,357,1,-1,0,1,1
29,4,1,2,0,0,0,0,1,9,5,215,1,-1,0,1,1
31,2,2,3,0,22,1,0,2,9,5,483,3,-1,0,1,2
35,4,1,2,0,503,1,1,1,9,5,57,2,-1,0,1,1
42,4,1,2,0,117,1,0,1,9,5,147,1,-1,0,1,1
31,10,1,2,0,0,1,0,1,9,5,327,2,-1,0,1,1
34,1,2,3,0,-322,0,0,1,9,5,198,1,-1,0,1,1
32,4,1,1,0,274,1,0,1,9,5,21,3,-1,0,1,1
27,2,3,2,0,114,1,1,1,9,5,375,2,-1,0,1,1
32,2,2,3,0,190,1,1,1,9,5,352,1,-1,0,1,1
25,6,2,2,0,131,1,1,1,9,5,237,1,-1,0,1,1
35,4,2,2,0,337,1,0,1,9,5,127,1,-1,0,1,1
31,6,1,2,0,355,1,0,1,9,5,239,1,-1,0,1,1
26,4,2,2,0,-116,1,1,1,9,5,208,1,-1,0,1,1
38,3,1,2,0,2139,1,0,1,9,5,576,1,-1,0,1,1
41,4,1,1,0,-45,1,1,1,9,5,121,4,-1,0,1,1
54,6,1,2,0,222,1,0,1,9,5,45,2,-1,0,1,1
28,1,2,3,0,3285,1,0,1,9,5,98,1,-1,0,1,1
59,4,2,2,0,96,1,0,1,9,5,123,1,-1,0,1,1
31,6,1,2,0,535,0,0,1,9,5,249,3,-1,0,1,1
26,7,2,2,0,302,1,0,1,9,5,210,1,-1,0,1,1
37,4,3,2,0,-271,1,0,1,9,5,172,1,-1,0,1,1
29,6,3,2,0,0,0,0,1,9,5,393,1,-1,0,1,1
39,4,2,2,0,169,1,0,1,9,5,38,1,-1,0,1,1
50,4,1,1,0,2590,1,0,1,9,5,257,6,-1,0,1,1
32,4,1,2,1,-1,1,0,2,9,5,653,1,-1,0,1,2
36,4,3,3,0,0,1,0,1,9,5,377,1,-1,0,1,1
28,7,2,2,0,229,1,0,1,9,5,322,1,-1,0,1,1
32,9,2,2,0,331,1,0,1,9,5,211,2,-1,0,1,1
31,7,1,2,0,238,1,1,1,9,5,156,2,-1,0,1,1
36,4,1,2,0,-9,1,0,1,9,5,137,3,-1,0,1,1
32,1,1,3,0,0,0,0,1,9,5,280,1,-1,0,1,1
32,3,2,3,0,6259,1,0,1,9,5,230,2,-1,0,1,1
40,4,1,1,0,117,1,0,1,9,5,215,2,-1,0,1,1
35,4,1,1,0,108,1,0,1,9,5,200,4,-1,0,1,1
42,4,1,1,0,479,1,0,1,9,5,391,2,-1,0,1,1
29,6,2,2,0,-53,1,0,1,9,5,108,2,-1,0,1,1
39,5,2,2,0,-79,0,0,1,9,5,180,1,-1,0,1,1
37,6,2,2,0,1113,1,0,1,9,5,237,1,-1,0,1,1
55,4,1,1,0,1373,0,0,1,9,5,1087,2,-1,0,1,1
27,11,1,3,0,659,1,0,1,9,5,111,2,-1,0,1,1
33,1,2,2,0,-665,1,1,1,9,5,188,1,-1,0,1,1
29,8,2,3,0,5406,0,0,1,9,5,530,2,-1,0,1,1
40,2,2,2,0,360,1,0,1,9,5,73,1,-1,0,1,1
26,2,2,2,0,57,1,0,1,9,5,404,2,-1,0,1,1
31,4,1,2,0,1329,1,1,1,9,5,134,1,-1,0,1,1
43,4,2,2,0,36,1,0,1,9,5,163,2,-1,0,1,1
33,4,3,3,0,390,1,0,2,9,5,665,2,-1,0,1,2
33,4,2,2,0,92,1,0,1,9,5,127,1,-1,0,1,1
33,2,2,2,0,513,1,0,1,9,5,53,4,-1,0,1,1
49,4,1,1,0,352,1,0,1,9,5,188,2,-1,0,1,1
39,3,1,2,0,1261,1,0,1,9,5,129,2,-1,0,1,1
38,3,2,3,0,638,1,0,1,9,5,150,1,-1,0,1,1
46,3,1,1,0,242,1,0,1,9,5,332,2,-1,0,1,1
31,7,1,2,0,0,0,1,1,9,5,81,6,-1,0,1,1
42,4,1,1,0,0,1,0,1,9,5,214,2,-1,0,1,1
31,1,2,3,0,0,1,0,1,9,5,94,3,-1,0,1,1
47,2,2,2,0,77,1,0,1,9,5,83,4,-1,0,1,1
29,6,2,2,0,43,1,0,1,9,5,179,2,-1,0,1,1
25,6,1,2,0,10,1,0,1,9,5,393,2,-1,0,1,1
29,4,2,2,0,853,1,0,1,9,5,177,2,-1,0,1,1
29,4,2,2,0,348,1,0,1,9,5,185,2,-1,0,1,1
57,4,1,2,0,221,1,0,1,9,5,122,2,-1,0,1,1
40,1,1,3,0,4190,0,0,1,9,5,260,4,-1,0,1,1
32,4,1,1,0,-89,1,0,1,9,5,389,2,-1,0,1,1
28,6,2,2,0,244,1,0,1,9,5,31,3,-1,0,1,1
30,7,1,2,0,152,1,0,1,9,5,115,2,-1,0,1,1
36,4,1,1,0,714,0,0,1,9,5,277,3,-1,0,1,1
